brand_id,name,category_id,updated_at,is_active,store_id
45,Glad2glow Niacinamide Pomegrante 5% Niacinamide Brightening Moist 30ml,1,2024-01-16 04:50:55,1,1
45,Glad2glow Pomegranate 10% Niacinamide Power Bright Serum ,1,2024-01-16 04:50:55,1,1
45,Glad2glow Real Mugwort Salicyc Acid Acne Control Clay Mask ,1,2024-01-16 04:50:55,1,1
45,Glad2glow Sunscreen SPF 50,1,2024-01-16 04:50:55,1,1
45,Glad2glow Volcano 3D Acid Pore Clay Mask 30gr,1,2024-01-16 04:50:55,1,1
45,Glad2glow Volcano 3D Acid Pore Clay Stick ,1,2024-01-16 04:50:55,1,1
45,Glad2glow Yuja Symwhite 377 Dark Spot Moisture,1,2024-01-16 04:50:55,1,1
1,Gloria Minty Sunscreen Spray 2 In 1 60ml,1,2024-01-16 04:50:55,1,1
47,Gluta Collagen Soap Chocowhite,1,2024-01-16 04:50:55,1,1
48,Golden Vierra Soap,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Black Opium Brightening Sun Body Serum 100ml ,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Body Serum Black Opium 300ml,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Body Serum English Pear 300ml,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Body Serum Miss Moisture 300ml,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Body Serum Peony Blush,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Body Serum Rouge 300ml,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Body Wash Black Opium/brightening Solution,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Body Wash English Pear,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Body Wash Miss Moisture,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Body Wash Peony Blush Soft,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Body Wash Rouge 540,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Daisy Hair Vitamin Mist Kuning 100ml,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Deodorant Black Opium,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Deodorant English Pear,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Deodorant Moiselle 50ml,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Deodorant Rouge 540 50ml,1,2024-01-16 04:50:55,1,1
49,Grace And Glow Nourish Shampoo Secret Bombshell,1,2024-01-16 04:50:55,1,1
50,Grownlash 10ml,1,2024-01-16 04:50:55,1,1
1,Gua Sha Biru / Guasha Biru,1,2024-01-16 04:50:55,1,1
1,Gua Sha Hijau / Guasha Hijau,1,2024-01-16 04:50:55,1,1
1,Gua Sha Pink / Guasha Pink,1,2024-01-16 04:50:55,1,1
1,Gua Sha Putih / Guasha Putih,1,2024-01-16 04:50:55,1,1
1,Gua Sha Ungu / Guasha Ungu Purple,1,2024-01-16 04:50:55,1,1
51,Hada Labo Goku Jyun Alpha Ultimate Anti-aging Lotion ,1,2024-01-16 04:50:55,1,1
